scorer,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000
bodyparts,head,head,head,neck,neck,neck,mid,mid,mid,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
62,280.79056882858276,358.5960328578949,0.9999973773956299,287.5049147605896,385.7959427833557,0.9999980926513672,290.6546586751938,395.09874510765076,0.9999951124191284,300.38812831044197,404.890640437603,0.9995208978652954
63,279.47305178642273,360.46691131591797,0.9999984502792358,288.38057708740234,387.61355060338974,0.9999990463256836,290.14791214466095,395.39608854055405,0.9999911785125732,299.4526000022888,403.7061270773411,0.9989756345748901
64,276.84233129024506,366.84699058532715,0.9999938011169434,287.9597659111023,388.14959317445755,0.9999996423721313,290.5234171152115,396.0861102864146,0.9999897480010986,298.9752151966095,404.3597849011421,0.9974467754364014
65,275.86645489931107,367.3932452201843,0.9999969005584717,287.6027226448059,388.16169130802155,0.9999997615814209,290.2558799982071,395.51499208807945,0.9999771118164062,299.82098737359047,403.8803062289953,0.9985297918319702
66,272.8178040981293,368.84203481674194,0.999996542930603,286.6064248085022,387.4620149731636,0.9999997615814209,289.89121770858765,395.91099490970373,0.9999892711639404,298.500883102417,404.3134122490883,0.9992075562477112
67,271.4835910797119,368.2889943122864,0.9999862909317017,286.6217529773712,385.08510732650757,0.9999994039535522,290.20737624168396,395.4862924814224,0.9999884366989136,299.24777525663376,404.28095921874046,0.9993294477462769
68,273.2467522621155,368.18786692619324,0.9999942779541016,287.1511061191559,385.5357174873352,0.9999997615814209,290.3230609893799,396.1283463090658,0.999962329864502,299.1365343928337,405.0352178812027,0.9990540146827698
69,272.42945432662964,368.3468887805939,0.9999912977218628,285.4184113740921,384.0067675113678,0.9999995231628418,290.82612097263336,395.67766389250755,0.9999781847000122,300.17796075344086,405.00433921813965,0.9990782737731934
70,271.48165941238403,370.31118535995483,0.9999858140945435,284.58800143003464,384.1858739852905,0.9999996423721313,289.5782039165497,395.7382437288761,0.9999821186065674,299.9114788323641,404.7394994497299,0.9991495609283447
71,271.2474000453949,372.98335897922516,0.9997581839561462,284.5233111381531,385.2170219421387,0.9999996423721313,289.04806113243103,394.70914566516876,0.9999719858169556,300.93290853500366,404.5088232755661,0.9988993406295776
72,265.63994121551514,376.11065578460693,0.999906063079834,284.3898588716984,387.10446631908417,0.9999995231628418,288.00670337677,393.9240140914917,0.9999747276306152,301.7482089996338,403.9625820852816,0.9974512457847595
73,264.34840059280396,377.48323678970337,0.9999120235443115,283.7646250426769,386.96901631355286,0.9999990463256836,288.0750210285187,393.48372197151184,0.9999616146087646,299.6128545701504,403.7882694005966,0.9975798726081848
74,264.32954263687134,377.59148693084717,0.9999551773071289,283.3065893650055,388.1064776852727,0.9999992847442627,287.1327118873596,393.94805121421814,0.9999638795852661,300.43632212281227,402.8890075683594,0.9926648736000061
75,262.0281193256378,377.49904203414917,0.9999517202377319,282.47928619384766,387.5338973104954,0.9999994039535522,286.91301012039185,393.71097135543823,0.999957799911499,300.70829397439957,402.6986927986145,0.991877555847168
76,262.7526924610138,383.7102425098419,0.9996242523193359,281.6948046684265,387.3871485590935,0.9999996423721313,286.8752498626709,393.9981565475464,0.9998577833175659,301.6779192686081,402.98809719085693,0.9947176575660706
77,262.4060275554657,386.13935375213623,0.9996792078018188,281.562762260437,387.57472121715546,0.9999997615814209,286.8096284866333,393.3129868507385,0.999915361404419,303.21368074417114,404.4813801944256,0.9915245175361633
78,263.5323107242584,387.33137714862823,0.999738872051239,279.7861557006836,388.2038206458092,0.9999998807907104,286.0286931991577,394.4580076932907,0.9999080896377563,302.61170864105225,403.7768048495054,0.9965735673904419
79,264.6911268234253,389.89242255687714,0.9985774755477905,280.1649022102356,389.3909009695053,0.9999998807907104,284.92853355407715,394.2462702989578,0.9998703002929688,302.9737253189087,403.7401079237461,0.9928313493728638
80,264.4551782608032,389.07108759880066,0.9994840621948242,279.526211977005,389.88358867168427,0.9999998807907104,284.3249921798706,395.518315076828,0.9999048709869385,302.5964102745056,403.7070489227772,0.9948627352714539
81,263.6936340332031,388.03430973365903,0.9997697472572327,278.58715772628784,390.272855758667,0.9999998807907104,284.1013431549072,395.7552231103182,0.9999327659606934,301.0264347791672,403.2591169476509,0.993691086769104
82,264.24025297164917,387.1945915222168,0.9994450211524963,278.2194311618805,391.68974471092224,0.9999997615814209,284.98718190193176,395.89424435794353,0.9999290704727173,301.17833709716797,403.38038420677185,0.9960492253303528
83,262.753125667572,386.66290855407715,0.9993473887443542,277.8640384674072,391.4159243106842,0.9999998807907104,282.2623391151428,395.78476998209953,0.9999140501022339,302.97177600860596,403.63128238916397,0.9961199760437012
84,264.6028084754944,388.3428020477295,0.9886807203292847,278.8786156177521,392.8030424118042,0.9999996423721313,280.67453479766846,395.7941396832466,0.9999606609344482,302.14479303359985,404.09009624272585,0.9876096248626709
85,264.2291479110718,388.967267036438,0.9815204739570618,278.47695994377136,392.6618700027466,0.9999995231628418,280.6530318260193,396.45248514413834,0.9999697208404541,302.5784697532654,404.7904618382454,0.9932717680931091
86,263.1095681190491,389.94413805007935,0.9592863321304321,278.55561876296997,392.42866611480713,0.9999991655349731,280.69850397109985,397.6487933397293,0.9999735355377197,302.0848460197449,405.3794946670532,0.9978716373443604
87,262.0001714229584,389.78213596343994,0.9901105761528015,278.74149346351624,392.59419298171997,0.9999996423721313,280.6423273086548,397.3772746324539,0.9999641180038452,302.24739599227905,405.4995313882828,0.9972278475761414
88,260.81582939624786,390.31376671791077,0.9900398850440979,278.9795038700104,393.5235686302185,0.9999974966049194,280.23721075057983,397.2598053216934,0.9999896287918091,261.76582050323486,384.29879450798035,0.9967958331108093
89,262.19951343536377,390.891489982605,0.9878411889076233,279.9963409900665,393.66971731185913,0.9999970197677612,280.41627502441406,397.9219459295273,0.9999876022338867,263.33743476867676,385.4399983882904,0.9983261227607727
90,261.7909291982651,391.5054860115051,0.9965051412582397,279.02204036712646,393.5789227485657,0.9999972581863403,281.02398014068604,398.5646958351135,0.9999901056289673,301.94167470932007,406.0888557434082,0.9970965385437012
91,262.35373616218567,392.6234760284424,0.9959333539009094,280.3558692932129,394.01510286331177,0.9999891519546509,280.3061475753784,398.5880389213562,0.9999840259552002,262.78652572631836,388.2915174663067,0.9976946711540222
92,262.75427317619324,393.45939016342163,0.9950680732727051,280.43914890289307,394.06580209732056,0.999991774559021,280.75576734542847,399.1469843387604,0.9999822378158569,262.7095947265625,389.1997995376587,0.9967489242553711
93,262.84058928489685,393.80749130249023,0.9967986345291138,281.8527293205261,397.3009043931961,0.99997878074646,282.3923805952072,399.75647926330566,0.9999827146530151,261.9374723434448,390.6032316684723,0.996681272983551
94,264.52956771850586,400.34523344039917,0.9987125396728516,284.48462149500847,400.51766443252563,0.9999407529830933,283.22835206985474,400.71683382987976,0.9999876022338867,263.6434154510498,391.5113191604614,0.9987927675247192
95,265.03639936447144,402.2581105232239,0.9992221593856812,284.7152199745178,400.45251655578613,0.999956488609314,282.63643431663513,401.0820560455322,0.9999871253967285,263.43156456947327,391.9995846748352,0.9982336759567261
96,265.25096130371094,402.8121016025543,0.9993858337402344,285.0207095146179,401.31760239601135,0.9999723434448242,283.2968174815178,401.3056182861328,0.999991774559021,264.8280634880066,394.34193074703217,0.9983300566673279
97,264.6288471221924,403.64546793699265,0.998174786567688,286.49414253234863,402.3653438091278,0.9999533891677856,285.9051151275635,402.5572118759155,0.9999951124191284,265.37580919265747,395.08955323696136,0.9991881251335144
98,265.27908992767334,403.03388184309006,0.9986786246299744,289.44738149642944,402.3342125415802,0.9999419450759888,285.77339792251587,403.1868731379509,0.9999973773956299,267.3352427482605,395.1171126961708,0.9968400001525879
99,265.84234380722046,403.665266931057,0.9984367489814758,290.6315689086914,402.81249356269836,0.999966025352478,285.9072976112366,403.3361520767212,0.9999979734420776,267.0297374725342,395.91499111801386,0.9973801970481873
100,265.94055128097534,404.78672647476196,0.9996893405914307,292.3339311182499,404.1382944583893,0.9999730587005615,287.3381452560425,403.94290110468864,0.9999991655349731,267.08188676834106,396.15466648340225,0.9991790652275085
101,266.45550632476807,405.9029222726822,0.9991632699966431,293.2860652208328,404.0356150008738,0.9999817609786987,287.2790174484253,403.8065413534641,0.9999984502792358,266.58202934265137,397.6528742313385,0.9996980428695679
102,267.43701791763306,406.59292006492615,0.9994866847991943,294.2922956943512,404.4376537501812,0.9999679327011108,285.0648934841156,403.4943335056305,0.9999988079071045,267.68290185928345,398.50594902038574,0.9998635053634644
103,271.71235394477844,407.16130685806274,0.9977601766586304,295.14736676216125,404.9584075808525,0.9999783039093018,287.1563539505005,405.09640526771545,0.9999988079071045,270.1566972732544,400.4234025478363,0.9999202489852905
104,272.3271083831787,409.76691722869873,0.9878138303756714,295.6918959617615,405.6084190607071,0.9999858140945435,287.6138172149658,405.85017693042755,0.9999990463256836,269.7282403707504,401.6257047653198,0.9999806880950928
105,271.4816610813141,410.39063119888306,0.9922285676002502,296.57569122314453,405.3200136423111,0.9999823570251465,288.37290954589844,405.84241819381714,0.9999992847442627,270.356068611145,402.50916171073914,0.9999682903289795
106,266.68006706237793,413.4697381258011,0.9936095476150513,295.8534278869629,405.85124695301056,0.9999871253967285,287.7421832084656,406.1803629398346,0.9999995231628418,267.45958709716797,403.13366800546646,0.9998832941055298
107,266.4202036857605,414.4597749710083,0.9959359169006348,296.6398673057556,405.8814561367035,0.9999816417694092,287.6209411621094,406.04703283309937,0.9999995231628418,267.1985607147217,403.1889041662216,0.9999738931655884
108,304.4195568561554,404.4053727090359,0.8609447479248047,299.71787026524544,405.83521485328674,0.999980092048645,285.0825369358063,406.43370723724365,0.9999997615814209,269.916277050972,404.8394161462784,0.9999949932098389
109,272.8945269584656,419.42621636390686,0.9210785627365112,299.6700585782528,406.37339210510254,0.9999837875366211,284.86709904670715,406.71733570098877,0.9999997615814209,270.5856957435608,406.39268946647644,0.9999854564666748
110,273.37508249282837,420.4571441411972,0.9963723421096802,299.5319245159626,407.07429790496826,0.9999878406524658,287.8902373313904,406.7203245162964,0.9999997615814209,272.3541159629822,406.9349892139435,0.9997854828834534
111,274.13169288635254,422.1144917011261,0.9846670627593994,297.5440492630005,406.36345171928406,0.9999879598617554,285.21226251125336,407.6413025856018,0.9999997615814209,275.7216465771198,409.9265995025635,0.9998703002929688
112,274.6666965484619,422.3508093357086,0.9830652475357056,296.36466217041016,406.85329008102417,0.9999935626983643,287.94286346435547,407.7596023082733,0.9999996423721313,276.68170404434204,412.524694442749,0.9999202489852905
113,303.8615412712097,406.7310104370117,0.8792661428451538,296.2875123023987,406.79987025260925,0.9999936819076538,287.9863429069519,408.03658866882324,0.9999996423721313,277.28273820877075,411.1939417719841,0.999954104423523
114,276.36220359802246,423.67095470428467,0.8897115588188171,295.46545004844666,406.71965432167053,0.9999977350234985,287.3532371520996,408.58265686035156,0.9999994039535522,277.8242735862732,414.1777935028076,0.9999277591705322
115,303.756564617157,407.24309396743774,0.8978380560874939,295.26864767074585,407.3254065513611,0.9999974966049194,287.4255471229553,408.5458312034607,0.9999995231628418,278.29815316200256,414.6469874382019,0.9999306201934814
116,278.4401972293854,423.7484087944031,0.9677363634109497,295.6577076911926,407.6968116760254,0.9999972581863403,287.99126625061035,409.0246229171753,0.9999996423721313,279.7337679862976,415.21736192703247,0.9997653365135193
117,279.15178871154785,424.79465508461,0.9836576581001282,295.70784735679626,408.0003056526184,0.9999977350234985,288.1463232040405,409.40944480895996,0.9999994039535522,279.00417256355286,415.8602066040039,0.9996198415756226
118,280.9454345703125,425.6784212589264,0.9828861355781555,295.22503328323364,408.1124200820923,0.9999980926513672,287.4536533355713,409.87701416015625,0.9999994039535522,280.14107513427734,416.1615526676178,0.9997358918190002
119,279.8054132461548,425.9816598892212,0.9985344409942627,295.2095012664795,408.4628472328186,0.9999982118606567,287.69466066360474,410.08809661865234,0.9999995231628418,280.452760219574,415.3598656654358,0.9990264177322388
