scorer,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000,DeepCut_resnet50_leech_checkerboardAug16shuffle1_50000
bodyparts,head,head,head,neck,neck,neck,mid,mid,mid,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
954,382.82526206970215,403.8743336945772,0.9999700784683228,334.7222113609314,398.66128730773926,0.9999920129776001,314.9507749080658,401.18699955940247,0.9999946355819702,299.91803550720215,407.6561334133148,0.9999996423721313
955,385.27799010276794,404.7279813885689,0.9998562335968018,334.1449360847473,399.0247082710266,0.999992847442627,314.6000063419342,401.2703630924225,0.9999922513961792,299.8629593849182,407.3241822719574,0.9999996423721313
956,382.40853905677795,404.1487650126219,0.9999722242355347,334.05284357070923,398.4887523651123,0.9999902248382568,315.09394747018814,401.254629611969,0.9999936819076538,299.3090524673462,407.9483091831207,0.9999992847442627
957,382.38691568374634,403.38922905921936,0.9999648332595825,334.01849937438965,399.04742908477783,0.9999934434890747,314.73099052906036,401.24146699905396,0.9999955892562866,299.6688151359558,407.8972523212433,0.9999994039535522
958,383.08986949920654,402.77965354919434,0.9999698400497437,333.91650199890137,399.3134241104126,0.9999912977218628,314.55852937698364,401.3284659385681,0.9999953508377075,299.1458616256714,407.7555367946625,0.9999994039535522
959,383.36354994773865,402.6804403066635,0.9998093247413635,334.6846356391907,399.3840112686157,0.9999916553497314,315.02926445007324,401.54296708106995,0.9999959468841553,299.44861221313477,407.49861693382263,0.9999996423721313
960,385.1958169937134,403.52517902851105,0.9999525547027588,334.61407995224,399.77441024780273,0.9999915361404419,315.06516259908676,401.32888102531433,0.9999943971633911,299.41167306900024,407.21912240982056,0.9999994039535522
961,382.11902952194214,402.56352376937866,0.9999896287918091,333.8201513290405,399.0733389854431,0.9999867677688599,314.8663594722748,402.72248923778534,0.9999868869781494,299.943452835083,406.97828221321106,0.9999982118606567
962,382.41334199905396,402.46685910224915,0.999990701675415,334.2130284309387,399.69364643096924,0.9999880790710449,315.0489151477814,402.51395857334137,0.9999938011169434,299.32432317733765,406.5627374649048,0.9999992847442627
963,382.1733019351959,402.5167840719223,0.9999920129776001,334.3060531616211,399.4929270744324,0.9999853372573853,314.6383446455002,402.7869931459427,0.9999945163726807,298.94146394729614,405.90712797641754,0.9999990463256836
964,381.8367931842804,400.6060836315155,0.9999901056289673,334.57925605773926,399.5450301170349,0.9999760389328003,314.81768810749054,402.6053159236908,0.9999924898147583,300.13519763946533,406.4132218360901,0.9999978542327881
965,381.5142879486084,399.7902283668518,0.9999902248382568,334.8284692764282,399.60350036621094,0.9999769926071167,314.6910871267319,402.2793427705765,0.9999942779541016,299.5522689819336,406.8256287574768,0.9999973773956299
966,380.5383468866348,398.6791741847992,0.9999908208847046,335.0565824508667,399.2549977302551,0.9999542236328125,315.01043194532394,401.92806792259216,0.9999901056289673,299.8788185119629,405.92878806591034,0.9999972581863403
967,381.74846506118774,393.98367500305176,0.9999992847442627,335.2061381340027,399.0080027580261,0.9998784065246582,314.8343721628189,401.88487482070923,0.9999890327453613,299.7306203842163,406.1530442237854,0.9999973773956299
968,382.04241585731506,393.0035734176636,0.9999996423721313,336.2745769023895,397.50838327407837,0.9999344348907471,315.60959577560425,402.0269317626953,0.9999831914901733,299.6429076194763,407.2073893547058,0.999996542930603
969,381.2757649421692,392.64142656326294,0.9999997615814209,338.21041989326477,396.91383188962936,0.9999765157699585,316.44681483507156,401.0833704471588,0.9999822378158569,299.684805393219,407.0519676208496,0.9999953508377075
970,382.48052501678467,392.409236907959,0.9999997615814209,338.4938311576843,396.4065957069397,0.9999698400497437,316.1586854457855,400.63137102127075,0.9999772310256958,300.0120735168457,407.1831612586975,0.9999972581863403
971,382.94495964050293,391.99274158477783,0.9999998807907104,338.7576160430908,396.27246060967445,0.999845027923584,315.6687770783901,400.62184047698975,0.9999703168869019,299.66228008270264,407.2027802467346,0.9999969005584717
972,384.372859954834,391.9586956501007,0.9999998807907104,339.3003239631653,395.4958093762398,0.999808132648468,316.2389432936907,400.9571599960327,0.9999663829803467,299.431435585022,407.39991641044617,0.9999971389770508
973,383.37960386276245,391.25274753570557,0.9999998807907104,339.27898955345154,394.7837510108948,0.9997665286064148,316.6062737107277,400.4419448375702,0.999962568283081,298.83378314971924,406.79827332496643,0.999997615814209
974,383.05095386505127,391.87173080444336,0.9999998807907104,339.63540720939636,395.0596633553505,0.9997803568840027,315.86321410536766,400.3924877643585,0.9999380111694336,299.9599943161011,407.20472145080566,0.9999969005584717
975,383.41960859298706,391.9642803668976,0.9999998807907104,340.03519193455577,395.04474598169327,0.9997828602790833,316.63363391160965,400.6820936203003,0.9999642372131348,299.7642297744751,407.1101849079132,0.9999983310699463
976,383.4843637943268,391.85476303100586,0.9999997615814209,339.76118394732475,394.73152112960815,0.9998877048492432,315.96980666927993,400.5333743095398,0.9999440908432007,298.8485622406006,406.7513744831085,0.9999984502792358
977,384.7744505405426,392.24122190475464,0.9999998807907104,339.5766212940216,394.91614735126495,0.9998575448989868,316.0398545973003,400.22300386428833,0.9999395608901978,299.1864767074585,407.07261657714844,0.9999985694885254
978,384.8293912410736,391.58621191978455,0.9999998807907104,340.3509713411331,394.9939913749695,0.9999164342880249,316.70626425743103,399.34500646591187,0.999881386756897,299.01863145828247,407.46868443489075,0.999996542930603
979,384.99468517303467,391.7044131755829,0.9999998807907104,340.9422961473465,394.3349540233612,0.9999650716781616,316.315878033638,398.2132217884064,0.9998536109924316,299.3832106590271,407.33447313308716,0.9999966621398926
980,385.03867959976196,391.26572155952454,0.9999997615814209,341.1106834411621,393.74453687667847,0.9999542236328125,318.9863123893738,398.75675439834595,0.9999077320098877,299.29059982299805,407.4350678920746,0.9999953508377075
981,384.58701634407043,391.0891728401184,0.9999996423721313,341.29941034317017,394.4358364343643,0.9999561309814453,320.7422926425934,398.1532883644104,0.9998621940612793,300.4604539871216,408.2180666923523,0.9999918937683105
982,385.0501263141632,391.7530629634857,0.9999997615814209,341.2880607843399,394.5027881860733,0.9999837875366211,318.3658616542816,397.49719762802124,0.9998776912689209,302.19077587127686,407.6581394672394,0.9999887943267822
983,384.8276574611664,391.5696976184845,0.9999996423721313,341.9878569841385,394.90187788009644,0.9999721050262451,318.3595736026764,397.2506911754608,0.999883770942688,299.93642950057983,408.01000690460205,0.9999951124191284
984,385.2864785194397,391.71877908706665,0.9999995231628418,342.13872241973877,394.370912194252,0.9999748468399048,319.6917533874512,396.9752900004387,0.9999563694000244,302.7013370990753,407.433308839798,0.9999891519546509
985,386.15629494190216,391.38161301612854,0.9999986886978149,341.6283668279648,393.5683927536011,0.999984622001648,320.86438059806824,397.9543796777725,0.9999699592590332,300.6525602340698,408.12693881988525,0.9999933242797852
986,386.8049912452698,391.30693674087524,0.9999991655349731,340.46783223748207,391.3832919597626,0.9999779462814331,320.72622871398926,398.47322058677673,0.9999767541885376,300.9593095779419,407.9056956768036,0.9999939203262329
987,387.23250663280487,390.89202070236206,0.9999992847442627,339.7415011525154,391.38187861442566,0.9999790191650391,320.6120307445526,398.79009437561035,0.999969482421875,300.9756784439087,407.0768346786499,0.9999958276748657
988,386.4904316663742,391.37245297431946,0.9999991655349731,339.3588846921921,392.31373167037964,0.9999957084655762,320.0850772857666,398.7022747993469,0.9999792575836182,300.1724739074707,407.21564960479736,0.9999966621398926
989,386.3030459880829,390.71954131126404,0.9999982118606567,339.2868824005127,391.7184190750122,0.999994158744812,320.2344443798065,398.5135679244995,0.9999873638153076,300.8202486038208,407.53910303115845,0.9999978542327881
990,386.4608474969864,390.71313309669495,0.9999985694885254,340.23343029618263,392.4156012535095,0.9999969005584717,320.9659445285797,398.90145349502563,0.999975323677063,301.0510025024414,408.04606199264526,0.9999867677688599
991,385.76663851737976,391.0972821712494,0.9999988079071045,339.59938567876816,392.585955619812,0.9999964237213135,320.2196638584137,398.6337628364563,0.9999529123306274,303.5225691795349,407.8821921348572,0.9999866485595703
992,386.2593951225281,391.11437463760376,0.999998927116394,339.68695598840714,392.5032205581665,0.9999986886978149,321.36806535720825,397.4664455652237,0.9999650716781616,303.4242744445801,406.83432722091675,0.9999881982803345
993,386.3924205303192,390.67623925209045,0.999998927116394,339.512059032917,392.9860053062439,0.9999990463256836,321.1003317832947,397.82998752593994,0.9999724626541138,300.73993396759033,407.5471239089966,0.9999903440475464
994,386.59744787216187,391.236004114151,0.999997615814209,340.2082232385874,392.4184060096741,0.9999988079071045,321.0616521835327,397.37049317359924,0.9999856948852539,301.36448860168457,406.63792967796326,0.9999938011169434
995,387.3176502585411,391.0796880722046,0.9999992847442627,340.55073714256287,392.7732286453247,0.9999966621398926,320.71876192092896,397.70998656749725,0.9999715089797974,301.16681480407715,406.9165794849396,0.9999938011169434
996,387.8126332014799,390.85238003730774,0.9999983310699463,339.6948884129524,392.5393671989441,0.999997615814209,320.48598408699036,397.93524837493896,0.9999865293502808,301.26152324676514,407.0855140686035,0.9999948740005493
997,386.92126309871674,391.44930124282837,0.9999974966049194,340.0398607812822,392.50714111328125,0.9999990463256836,320.8304252624512,397.5066899061203,0.9999768733978271,300.6445188522339,407.38444423675537,0.9999960660934448
998,386.1034948825836,391.56149101257324,0.9999904632568359,340.7756085395813,392.6249933242798,0.999998927116394,321.20151138305664,398.0572109222412,0.9999644756317139,300.64336109161377,407.57690167427063,0.9999946355819702
999,382.5993821620941,389.85271513462067,0.9999934434890747,340.9047718644142,391.5747492313385,0.9999974966049194,321.0702109336853,397.50576746463776,0.9999724626541138,301.1937885284424,407.0724618434906,0.9999954700469971
1000,383.6515827178955,387.53628769516945,0.9999970197677612,341.7037453651428,391.9476900100708,0.9999959468841553,321.79038763046265,397.4255802631378,0.9999878406524658,300.44194412231445,407.17639899253845,0.9999974966049194
1001,380.6421326994896,385.595787525177,0.9999934434890747,341.3835382461548,392.09149742126465,0.9999974966049194,321.24743485450745,397.06156718730927,0.9999805688858032,300.74866676330566,407.8243291378021,0.999992847442627
1002,375.8765666484833,384.42900037765503,0.9999889135360718,342.5123052597046,391.31656861305237,0.9999970197677612,321.86624670028687,397.47242200374603,0.9999701976776123,301.1650047302246,407.6523401737213,0.9999914169311523
1003,376.07528591156006,381.31036949157715,0.9999839067459106,342.48030853271484,390.5126323699951,0.9999980926513672,321.972825050354,397.4275197982788,0.9999746084213257,303.488653421402,406.9122385978699,0.9999865293502808
1004,375.64240050315857,376.11851024627686,0.9999973773956299,346.8455548286438,390.76887583732605,0.9999974966049194,322.990029335022,396.62165170907974,0.9999532699584961,301.80499744415283,406.950692653656,0.9999810457229614
1005,375.8186299800873,375.45994329452515,0.999998927116394,344.2096257209778,389.62269830703735,0.9999963045120239,323.38702392578125,397.15083491802216,0.9999517202377319,301.8677215576172,407.70573830604553,0.9999821186065674
1006,375.5654604434967,375.1012029647827,0.999998927116394,346.7282963991165,390.5067183971405,0.999995231628418,323.03381991386414,397.3887493610382,0.9999459981918335,302.33202838897705,407.009396314621,0.99997878074646
1007,376.48417568206787,374.60682344436646,0.9999994039535522,344.11928606033325,388.6509663462639,0.9999982118606567,321.91588711738586,396.8484590649605,0.9999485015869141,302.0898871421814,407.55091428756714,0.9999806880950928
1008,377.1182622909546,373.915408372879,0.9999990463256836,343.60012006759644,388.960879445076,0.9999990463256836,322.4200996160507,396.66370260715485,0.9999700784683228,303.34003353118896,406.5070540904999,0.9999794960021973
1009,376.3589005470276,374.72275257110596,0.9999995231628418,342.94315695762634,388.4832358956337,0.9999996423721313,322.38681280612946,396.5802416205406,0.9999604225158691,302.7874858379364,407.67465567588806,0.999971866607666
1010,376.48115587234497,374.9164819717407,0.9999997615814209,343.3890836238861,388.20928233861923,0.9999992847442627,322.51564848423004,396.2859232723713,0.9999747276306152,303.39040327072144,407.56324005126953,0.9999699592590332
1011,376.41749715805054,374.8482663631439,0.9999997615814209,345.0445022583008,388.8187494277954,0.9999992847442627,322.87742936611176,396.034810423851,0.9999709129333496,300.58995246887207,407.54334831237793,0.9999833106994629
1012,376.16699743270874,375.2040042877197,0.9999997615814209,343.44166564941406,388.9160766005516,0.9999992847442627,322.5089602470398,396.6898869872093,0.9999654293060303,304.1503186225891,407.71485662460327,0.9999829530715942
1013,376.2972602844238,374.77071619033813,0.9999996423721313,343.28254866600037,388.80953991413116,0.9999996423721313,321.5276460647583,396.8432569503784,0.9999533891677856,302.5689980983734,408.43539476394653,0.9999858140945435
1014,375.23814868927,374.2625062465668,0.9999998807907104,342.99602365493774,388.31826534867287,0.9999994039535522,322.37076449394226,396.59566193819046,0.9999682903289795,303.2230370044708,408.1584544181824,0.9999889135360718
1015,375.0318748950958,374.4665377140045,0.9999997615814209,342.58675241470337,388.5446520447731,0.9999995231628418,322.28260612487793,396.4336646795273,0.9999626874923706,302.5106625556946,408.02389097213745,0.999984622001648
1016,376.09894943237305,374.51462388038635,0.9999992847442627,342.81392550468445,388.2273391485214,0.9999994039535522,322.82723343372345,396.86295491456985,0.9999618530273438,302.59931659698486,407.4943664073944,0.9999905824661255
1017,378.4073648452759,373.44815242290497,0.9999991655349731,344.46254420280457,388.15961691737175,0.9999990463256836,323.1604215502739,396.14602226018906,0.9999760389328003,302.79394793510437,407.64210414886475,0.9999939203262329
1018,379.7794652879238,373.12165927886963,0.9999992847442627,343.00810503959656,386.728911280632,0.9999994039535522,323.4395709633827,395.509565025568,0.9999790191650391,303.35513830184937,407.8720588684082,0.9999938011169434
1019,380.1232010573149,373.2777124643326,0.9999992847442627,342.8489830493927,386.4117751121521,0.999998927116394,322.99077439308167,395.57940301299095,0.9999855756759644,303.70174407958984,407.1347644329071,0.9999963045120239
1020,380.2698226571083,373.1932864189148,0.9999994039535522,343.69891023635864,386.40046203136444,0.9999988079071045,323.3405989408493,395.04681819677353,0.9999831914901733,303.79991245269775,408.034414768219,0.9999923706054688
1021,379.3681542277336,373.3178219795227,0.9999995231628418,342.38853549957275,386.25628876686096,0.9999994039535522,322.40110528469086,394.78270149230957,0.9999881982803345,303.1094665527344,407.2794885635376,0.999996542930603
1022,380.91094291210175,371.9071205109358,0.9999995231628418,342.854065656662,385.2736792564392,0.9999982118606567,322.77740585803986,395.4184213280678,0.9999822378158569,302.8721263408661,407.98704624176025,0.9999960660934448
1023,381.7407467365265,372.236252784729,0.9999996423721313,342.40946650505066,385.36936044692993,0.9999990463256836,322.72731351852417,395.10037606954575,0.9999704360961914,303.2822184562683,407.82914662361145,0.9999951124191284
1024,383.51252603530884,371.9460988342762,0.9999992847442627,342.29064297676086,385.52809739112854,0.9999986886978149,323.1562042236328,395.2928609251976,0.9999740123748779,303.4353897571564,407.14295053482056,0.9999957084655762
1025,383.363263130188,372.00462223915383,0.9999996423721313,342.7335422039032,385.2318685054779,0.9999980926513672,323.1022775173187,395.1805163025856,0.9999722242355347,303.511816740036,408.0562496185303,0.9999958276748657
1026,383.4559655189514,371.97372522577643,0.9999996423721313,343.0851230621338,385.4858682155609,0.9999982118606567,323.0105934739113,395.55155813694,0.9999760389328003,303.7457706928253,408.09334897994995,0.9999954700469971
1027,383.76598072052,371.5424827337265,0.9999995231628418,343.36707162857056,385.32512497901917,0.9999967813491821,323.1893914937973,395.22320675849915,0.9999598264694214,303.5874214172363,407.6956248283386,0.9999959468841553
1028,383.4452476501465,371.9182007536292,0.9999994039535522,342.4961371421814,385.748996257782,0.9999980926513672,323.1955991387367,395.5580436885357,0.999948263168335,302.5037271976471,407.56697607040405,0.9999904632568359
1029,381.29640448093414,372.49159932136536,0.9999994039535522,342.3857088088989,385.9756646156311,0.9999986886978149,322.8069179058075,395.205892264843,0.9999805688858032,302.55413031578064,407.6532964706421,0.999992847442627
1030,381.1244286298752,372.98234355449677,0.999998927116394,342.3905453681946,385.2573027610779,0.9999990463256836,322.80370795726776,394.847424864769,0.9999775886535645,303.06608033180237,407.85616731643677,0.9999951124191284
1031,380.61403799057007,372.4911376237869,0.9999990463256836,341.9560663700104,385.2200059890747,0.9999990463256836,322.3107227087021,395.32807046175003,0.9999681711196899,302.72115683555603,407.1270055770874,0.9999951124191284
1032,381.39337825775146,372.25653782486916,0.9999994039535522,341.41966342926025,385.7667384147644,0.9999992847442627,322.53687131404877,395.6298857331276,0.9999781847000122,303.16570019721985,407.1314239501953,0.9999960660934448
1033,381.6909545660019,371.72603619098663,0.9999992847442627,341.4664304256439,385.73215413093567,0.9999994039535522,321.9186294078827,396.1993193179369,0.9999771118164062,303.3268196582794,406.5786669254303,0.9999871253967285
1034,382.0390453338623,371.9198656231165,0.9999991655349731,341.33466398715973,385.623854637146,0.9999996423721313,322.5804930925369,395.9356912896037,0.9999860525131226,303.86159563064575,406.5515549182892,0.9999778270721436
1035,382.6139452457428,372.2359121590853,0.9999992847442627,341.93434500694275,385.83398365974426,0.9999994039535522,322.7388266324997,395.65243646502495,0.9999861717224121,304.0444498062134,406.61994194984436,0.9999899864196777
1036,384.7164649963379,372.35141375660896,0.9999998807907104,342.0653667449951,386.27589654922485,0.9999990463256836,322.5607645511627,396.06693870574236,0.9999752044677734,301.6459197998047,407.0131206512451,0.9999912977218628
1037,384.90187978744507,372.4852119088173,0.9999998807907104,342.01861453056335,386.0816025733948,0.999998927116394,322.30470061302185,395.74739441275597,0.9999682903289795,300.7554235458374,406.21800351142883,0.999993085861206
1038,385.36346673965454,372.45350739359856,0.9999998807907104,341.7194150686264,386.1583378314972,0.9999992847442627,322.55657625198364,396.5436518192291,0.9999780654907227,300.862850189209,406.05520367622375,0.9999929666519165
1039,385.29919624328613,372.59398728609085,0.9999997615814209,342.1520173549652,386.0755214691162,0.9999994039535522,323.4154124855995,395.77668511867523,0.9999755620956421,303.4717071056366,407.01160979270935,0.9999840259552002
1040,384.8246486186981,372.1269284635782,0.9999995231628418,342.5189232826233,385.21981406211853,0.9999988079071045,323.5337864458561,395.46925616264343,0.9999651908874512,300.43876552581787,405.9420118331909,0.9999923706054688
1041,385.24103808403015,372.38025519251823,0.9999997615814209,342.6506826877594,385.6072382926941,0.9999986886978149,323.17793929576874,395.5996823012829,0.9999703168869019,300.6491746902466,406.0298230648041,0.9999921321868896
1042,384.05241680145264,371.07572442293167,0.9999995231628418,341.66158735752106,385.82014179229736,0.9999994039535522,323.00205010175705,395.6063378751278,0.9999608993530273,300.48196601867676,406.34688353538513,0.9999912977218628
1043,382.37458992004395,369.7797646522522,0.9999972581863403,341.83674442768097,385.35235619544983,0.9999990463256836,323.0618922114372,395.611145734787,0.9999752044677734,300.75648403167725,407.0189743041992,0.9999889135360718
1044,380.43231135606766,369.6471803188324,0.9999970197677612,342.3959686756134,385.0944855213165,0.9999991655349731,323.2399914264679,394.87196922302246,0.9999732971191406,300.5615816116333,406.297997713089,0.9999871253967285
1045,379.85975293815136,369.25077962875366,0.9999942779541016,343.0234889984131,384.9245455265045,0.9999995231628418,323.60735097527504,395.36874371767044,0.999967098236084,300.6155080795288,406.95674562454224,0.9999750852584839
1046,380.5387262105942,369.07124376296997,0.9999887943267822,343.2918293476105,384.3717722892761,0.9999994039535522,323.7645871937275,395.1814618110657,0.9999608993530273,302.94722151756287,407.4868199825287,0.9999725818634033
1047,380.6058985590935,367.99728870391846,0.9999922513961792,342.97379422187805,384.32106351852417,0.9999991655349731,323.4875764846802,395.2301526069641,0.9999501705169678,300.72354793548584,407.03305292129517,0.9999871253967285
1048,379.4397493004799,367.45734333992004,0.999991774559021,343.1753628253937,384.42701387405396,0.999998927116394,323.4031545519829,395.63228291273117,0.9999439716339111,300.7840051651001,406.82513880729675,0.9999933242797852
1049,379.8405479490757,368.2562689781189,0.9999903440475464,342.6518726348877,384.8848776817322,0.9999994039535522,322.9156013727188,395.5783397257328,0.9999366998672485,301.1380624771118,407.2109110355377,0.9999889135360718
1050,379.86802680790424,368.3371343612671,0.9999902248382568,343.1034665107727,384.44294118881226,0.9999990463256836,323.22831839323044,394.7966787815094,0.9999531507492065,301.38003063201904,407.1956396102905,0.9999922513961792
1051,380.0227130372077,368.092333316803,0.9999909400939941,343.23811388015747,384.0570454597473,0.9999990463256836,323.2275859117508,394.75540125370026,0.9999550580978394,301.0658874511719,406.8898582458496,0.9999891519546509
1052,380.26696795225143,367.531512260437,0.9999898672103882,343.5249979496002,383.79039096832275,0.9999980926513672,323.08602237701416,394.6040530204773,0.9999374151229858,301.0483808517456,407.1227447986603,0.9999829530715942
1053,379.9004398584366,367.1157262325287,0.9999946355819702,343.5006539821625,383.94313526153564,0.9999983310699463,322.75710594654083,395.0518606901169,0.999954342842102,300.15203380584717,406.9339110851288,0.9999809265136719
1054,379.7557101994753,366.77984833717346,0.9999945163726807,343.05372858047485,384.2606449127197,0.9999988079071045,322.4183427095413,395.3568761944771,0.9999511241912842,300.37176418304443,406.5378050804138,0.9999827146530151
1055,379.5692788660526,367.20206809043884,0.9999947547912598,343.0936164855957,384.4092926979065,0.9999991655349731,322.66717660427094,395.13327103853226,0.9999545812606812,300.5219974517822,405.7991337776184,0.9999840259552002
1056,379.6273812651634,366.4339792728424,0.9999946355819702,342.34277391433716,385.11042189598083,0.9999996423721313,322.50383508205414,395.72651758790016,0.9999736547470093,300.7983875274658,406.92693519592285,0.9999797344207764
1057,380.2545474767685,367.4935185909271,0.9999914169311523,342.9866580963135,385.1815936565399,0.9999997615814209,322.65110325813293,395.08669251203537,0.9999592304229736,302.93989396095276,406.8160092830658,0.9999861717224121
1058,380.40543791651726,367.27583718299866,0.9999929666519165,342.5377700328827,385.4759087562561,0.9999996423721313,322.2220951318741,395.14372086524963,0.9999462366104126,302.61453771591187,406.73895168304443,0.9999868869781494
1059,380.5557546019554,367.06125259399414,0.9999940395355225,342.3569543361664,385.7312912940979,0.9999995231628418,321.8339509963989,395.04207080602646,0.9999256134033203,299.5778455734253,406.9711310863495,0.9999886751174927
1060,380.91264206171036,367.4902081489563,0.9999951124191284,342.6760342121124,385.78086042404175,0.9999986886978149,322.26463532447815,395.27188181877136,0.9998801946640015,300.17741107940674,407.55538415908813,0.9999891519546509
1061,380.748700261116,367.18485593795776,0.9999924898147583,342.4810678958893,385.8256256580353,0.9999988079071045,322.76230931282043,395.5411423742771,0.9998949766159058,303.4812331199646,407.74468517303467,0.9999872446060181
1062,380.47815266251564,366.7610857486725,0.9999940395355225,342.5731403827667,385.17105054855347,0.9999988079071045,322.3941136598587,395.4047062397003,0.9999569654464722,302.82981967926025,407.6364345550537,0.9999898672103882
1063,380.54672688245773,366.87195801734924,0.9999939203262329,342.24111914634705,385.11331939697266,0.9999992847442627,322.24338471889496,395.5020476579666,0.9999474287033081,302.75507497787476,407.1356544494629,0.9999945163726807
1064,380.57539600133896,367.64692282676697,0.9999953508377075,342.571594953537,385.6214003562927,0.9999988079071045,322.3586562871933,395.1449040174484,0.9999734163284302,300.0311098098755,406.99355816841125,0.999993085861206
1065,380.76363456249237,367.64572739601135,0.9999969005584717,343.11880111694336,385.52263164520264,0.9999983310699463,322.0457046031952,395.083860874176,0.99996018409729,299.8328447341919,406.8873817920685,0.9999954700469971
1066,380.44747972488403,367.1836986541748,0.9999947547912598,343.69375228881836,385.06441855430603,0.9999982118606567,322.2580839395523,395.1592980027199,0.9999635219573975,299.3983597755432,406.6207363605499,0.9999967813491821
1067,380.38296979665756,367.2896411418915,0.9999938011169434,343.8205244541168,385.43665313720703,0.9999980926513672,322.7533677816391,396.04850187525153,0.9999575614929199,302.56437134742737,406.60968685150146,0.9999935626983643
1068,380.3465854227543,367.4290943145752,0.9999949932098389,344.56671929359436,387.0876930952072,0.999997615814209,322.72249686717987,396.0618639215827,0.9999499320983887,302.94568037986755,406.61845993995667,0.9999936819076538
1069,380.83914053440094,367.599365234375,0.9999939203262329,343.9706754684448,385.8876781463623,0.9999973773956299,322.93554067611694,396.2405959367752,0.9999172687530518,299.99718713760376,407.9302830696106,0.9999946355819702
1070,380.7715058326721,367.635995388031,0.9999945163726807,344.16500425338745,386.40737664699554,0.9999985694885254,322.52336299419403,395.7950531244278,0.999945878982544,300.62795543670654,407.4780099391937,0.9999926090240479
1071,380.7178763747215,368.0818953514099,0.999994158744812,344.76704120635986,387.38888412714005,0.9999979734420776,322.80075192451477,395.7241500914097,0.9999586343765259,300.1904344558716,407.9037959575653,0.9999940395355225
1072,380.8197903037071,367.8086664676666,0.9999951124191284,344.1032729148865,386.79797434806824,0.9999990463256836,322.41361927986145,395.94370636716485,0.9999536275863647,300.7615337371826,407.0899250507355,0.999994158744812
1073,381.23751628398895,367.6254060268402,0.9999942779541016,344.17445278167725,386.3899472951889,0.9999985694885254,322.6291323900223,395.7179040312767,0.9999603033065796,300.21012115478516,407.13944816589355,0.9999954700469971
1074,382.1149616241455,367.39231395721436,0.9999973773956299,344.57534670829773,387.15228629112244,0.9999983310699463,322.68327724933624,396.131622582674,0.9999593496322632,299.81983041763306,407.4493727684021,0.9999973773956299
1075,381.54324531555176,367.50614762306213,0.9999954700469971,344.6413290500641,386.77563869953156,0.9999979734420776,322.82745838165283,395.63137805461884,0.9999493360519409,299.65615224838257,407.3798806667328,0.9999932050704956
1076,380.3405438363552,367.36873483657837,0.9999940395355225,344.04941511154175,384.54808712005615,0.9999986886978149,322.2012233734131,395.5367696881294,0.9999712705612183,300.2852306365967,406.78021216392517,0.9999970197677612
1077,379.8742500990629,367.481725692749,0.999990701675415,343.7949118614197,384.6495397090912,0.9999990463256836,322.10852313041687,395.350163936615,0.9999761581420898,302.6482090950012,406.9352276325226,0.9999936819076538
1078,380.49627363681793,367.19033789634705,0.9999921321868896,343.47289395332336,384.1974050998688,0.9999990463256836,321.98268961906433,395.0501112937927,0.9999829530715942,298.96691846847534,406.05407428741455,0.9999960660934448
1079,378.84305810928345,368.1944246292114,0.9999839067459106,342.93683314323425,384.9366021156311,0.9999995231628418,321.26983094215393,395.5474094748497,0.9999595880508423,299.1280674934387,406.7416822910309,0.999997615814209
1080,378.8594882488251,367.571923494339,0.999988317489624,344.00682640075684,384.0811493396759,0.9999994039535522,321.55351161956787,394.92172265052795,0.9999569654464722,302.3844373226166,406.8629856109619,0.9999943971633911
1081,379.75809594988823,368.08748149871826,0.9999923706054688,343.4089632034302,384.83523058891296,0.9999997615814209,322.21746826171875,394.51780128479004,0.9998918771743774,300.4666566848755,406.2585563659668,0.9999843835830688
1082,380.4139127731323,367.71253418922424,0.9999949932098389,343.3029055595398,384.8394470214844,0.9999997615814209,321.8184561729431,395.60809218883514,0.9998699426651001,301.12685775756836,406.8767919540405,0.9999935626983643
1083,379.66844525933266,367.48632621765137,0.9999958276748657,343.4450435638428,384.69313383102417,0.9999996423721313,322.19088196754456,395.45324009656906,0.9998557567596436,302.8551800251007,406.9838693141937,0.9999939203262329
1084,377.2075800895691,367.73318815231323,0.999991774559021,343.08936190605164,384.19399881362915,0.9999996423721313,321.72493290901184,395.3231165409088,0.9999302625656128,303.05312991142273,406.7310972213745,0.9999942779541016
1085,377.2454676628113,368.22183418273926,0.9999916553497314,342.77367663383484,384.1896412372589,0.9999994039535522,322.0532600879669,394.9696363210678,0.9999253749847412,303.1632647514343,406.1720461845398,0.9999939203262329
